"Wavelength","Fluorescein (FITC) EM","EYFP EM","mOrange EM","Kaede (Red) EM","Kaede (Red) EX","CFP EX","CFP EM","EYFP EX","mOrange EX","Pacific Blue EX","Pacific Blue EM","Fluorescein (FITC) EX","APC (allophycocyanin) AB","APC (allophycocyanin) EM","PerCP-Cy5.5 AB","PerCP-Cy5.5 EM","APC/Cy7 EX","APC/Cy7 EM"
500,0.3987,0.0136,,,0.5749,,0.866,0.5234,0.3274,0.0005,0.3329,0.9889,0.0216,,0.9748,,0.03
501,0.4507,0.0166,,,0.6056,,0.8458,0.5515,0.3436,0.0006,0.3208,0.9731,0.0226,,0.9729,,0.034
502,0.5009,0.0202,,,0.6309,,0.8255,0.5812,0.3607,0.0008,0.3091,0.9488,0.0237,,0.9726,,0.038
503,0.5509,0.026,,,0.6558,,0.805,0.6142,0.3777,0.0012,0.2968,0.9225,0.0245,,0.9724,,0.042
504,0.6015,0.0316,,,0.6791,,0.7845,0.6498,0.3948,0.0013,0.2858,0.8866,0.0256,,0.9695,,0.046
505,0.6547,0.0403,,,0.7018,,0.7625,0.6903,0.4127,0.001,0.2726,0.8488,0.0265,,0.9675,,0.05
506,0.7074,0.0501,,,0.7219,,0.7405,0.7313,0.4289,0.0013,0.2627,0.805,0.0274,,0.9687,,0.05
507,0.7534,0.064,,,0.7395,,0.7223,0.7742,0.4448,0.0002,0.2525,0.7585,0.0289,,0.9691,,0.05
508,0.7973,0.0788,,,0.7548,,0.704,0.8186,0.4593,0.001,0.2425,0.7086,0.03,,0.9699,,0.05
509,0.8373,0.0998,,,0.7555,,0.6871,0.8608,0.4719,0.0004,0.2336,0.6583,0.031,,0.971,,0.05
510,0.8744,0.1232,,,0.7531,,0.6702,0.9018,0.4828,0.0003,0.2248,0.6068,0.0326,,0.9728,,0.05
511,0.9093,0.1529,,,0.7489,,0.6566,0.939,0.4913,0.0004,0.2163,0.5558,0.0339,,0.9728,,0.052
512,0.9358,0.1865,,,0.7364,,0.643,0.9673,0.4978,0.0006,0.2082,0.5082,0.0352,,0.9738,,0.054
513,0.9584,0.2266,,,0.7164,,0.6276,0.9891,0.5032,0.0004,0.2008,0.4603,0.037,,0.9734,,0.056
514,0.9752,0.2721,,,0.6913,,0.6121,1,0.5057,0.0012,0.1918,0.4136,0.0386,,0.9731,,0.058
515,0.9893,0.3223,,,0.6628,,0.5973,0.9989,0.5066,0.0011,0.1847,0.3714,0.04,,0.9723,,0.06
516,0.9976,0.381,,,0.6309,,0.5824,0.9849,0.5078,0.0013,0.1775,0.3303,0.042,,0.9735,,0.06
517,1,0.4432,,,0.6034,,0.5669,0.9584,0.5075,0.0009,0.1701,0.2932,0.0437,,0.9754,,0.06
518,0.9958,0.5122,,,0.5746,,0.5513,0.92,0.5058,0.0017,0.1646,0.2577,0.0454,,0.9736,,0.06
519,0.991,0.581,,,0.551,,0.535,0.8706,0.5054,0.0005,0.1581,0.2259,0.0475,,0.9719,,0.06
520,0.984,0.6472,,,0.531,,0.5187,0.8119,0.505,0.0013,0.1514,0.1961,0.0493,,0.9703,0.0003,0.06
521,0.9718,0.7153,,,0.5168,,0.5055,0.7468,0.5055,0.001,0.1457,0.1718,0.0511,,0.9694,0.0003,0.062
522,0.954,0.7808,,,0.5119,,0.4923,0.678,0.5077,0,0.1406,0.1466,0.0533,,0.9688,0.0003,0.064
